date,ticker,headline,sector,category,true_label
2023-05-18,META,"META reports record quarterly revenue, beats estimates by 5%",Technology,Merger,positive
2023-05-26,META,"META announces AI partnership with Microsoft, stock surges in premarket",Technology,Product,positive
2023-06-07,MARKET,"CPI inflation comes in at 2.5940233202131378%, below consensus estimate",Macro,Macro,negative
2023-06-08,MARKET,"Federal Reserve holds rates steady, signals data-dependent approach",Macro,Macro,neutral
2023-06-13,MARKET,"GDP growth revised to 5.402679179526287%, economy shows weakness",Macro,Macro,neutral
2023-06-15,MARKET,"10-year Treasury yield reaches 5.025468986688553%, highest since 2010",Macro,Macro,neutral
2023-06-16,MARKET,VIX spikes to 40 as market volatility surges,Macro,Macro,neutral
2023-06-20,META,"META announces AI partnership with NVIDIA, stock surges in premarket",Technology,Product,positive
2023-06-26,META,"Data breach at META affects 33M users, regulatory scrutiny follows",Technology,Product,negative
2023-06-30,META,"META announces AI partnership with Microsoft, stock surges in premarket",Technology,Earnings,positive
2023-07-05,META,"Analysts upgrade META to Buy, raise price target to $614",Technology,Product,positive
2023-07-06,MARKET,Sector rotation: investors flee Technology for Industrials amid global uncertainty,Macro,Macro,neutral
2023-07-07,META,"META faces antitrust investigation in EU, shares fall",Technology,Merger,negative
2023-07-11,META,META announces 33B share buyback program,Technology,Earnings,positive
2023-07-13,MARKET,VIX spikes to 40 as market volatility surges,Macro,Macro,neutral
2023-07-24,MARKET,"CPI inflation comes in at 3.1338376157886265%, below consensus estimate",Macro,Macro,neutral
2023-07-25,MARKET,S&P 500 enters bear market territory amid global uncertainty,Macro,Macro,neutral
2023-07-26,META,"META announces AI partnership with Google, stock surges in premarket",Technology,Merger,positive
2023-08-02,META,"META misses revenue estimates by 27%, guides lower for next quarter",Technology,Product,negative
2023-08-04,MARKET,VIX spikes to 37 as market volatility surges,Macro,Macro,neutral
2023-08-14,META,"META reports record quarterly revenue, beats estimates by 12%",Technology,Earnings,positive
2023-08-15,META,"META announces AI partnership with Microsoft, stock surges in premarket",Technology,Regulatory,positive
2023-08-17,META,META announces 21K layoffs amid restructuring plan,Technology,Product,negative
2023-08-21,META,META raises full-year guidance citing strong GPU demand,Technology,Analyst,positive
2023-08-23,META,"META announces AI partnership with Microsoft, stock surges in premarket",Technology,Product,positive
2023-08-25,META,META raises full-year guidance citing strong GPU demand,Technology,Product,positive
2023-09-05,META,"Analysts upgrade META to Buy, raise price target to $714",Technology,Merger,positive
2023-09-06,MARKET,VIX spikes to 33 as market volatility surges,Macro,Macro,neutral
2023-09-07,MARKET,"10-year Treasury yield reaches 3.628972689019553%, highest since 2014",Macro,Macro,neutral
2023-09-11,META,META announces 21K layoffs amid restructuring plan,Technology,Regulatory,negative
2023-09-14,META,META raises full-year guidance citing strong SaaS demand,Technology,Regulatory,positive
2023-09-21,MARKET,"GDP growth revised to 4.648776627417981%, economy shows resilience",Macro,Macro,negative
2023-09-22,META,"Analysts upgrade META to Buy, raise price target to $274",Technology,Merger,positive
2023-09-28,META,META announces 25B share buyback program,Technology,Merger,positive
2023-10-03,META,"META faces antitrust investigation in EU, shares fall",Technology,Merger,negative
2023-10-05,MARKET,"GDP growth revised to 5.748781931416552%, economy shows resilience",Macro,Macro,neutral
2023-10-09,MARKET,Sector rotation: investors flee Financials for Financials amid global uncertainty,Macro,Macro,neutral
2023-10-16,META,META announces 6B share buyback program,Technology,Earnings,positive
2023-10-24,MARKET,"10-year Treasury yield reaches 5.521600751732551%, highest since 2014",Macro,Macro,neutral
2023-10-27,META,"Data breach at META affects 31M users, regulatory scrutiny follows",Technology,Analyst,negative
2023-11-03,META,"META misses revenue estimates by 7%, guides lower for next quarter",Technology,Earnings,negative
2023-11-06,MARKET,"10-year Treasury yield reaches 4.876523269907294%, highest since 2013",Macro,Macro,neutral
2023-11-07,MARKET,VIX spikes to 33 as market volatility surges,Macro,Macro,neutral
2023-11-10,META,META raises full-year guidance citing strong GPU demand,Technology,Analyst,positive
2023-11-20,META,"META announces AI partnership with NVIDIA, stock surges in premarket",Technology,Earnings,positive
2023-11-27,META,"Data breach at META affects 13M users, regulatory scrutiny follows",Technology,Regulatory,negative
2023-11-30,META,"META misses revenue estimates by 28%, guides lower for next quarter",Technology,Analyst,negative
2023-12-01,MARKET,"GDP growth revised to 4.628255847511344%, economy shows weakness",Macro,Macro,neutral
2023-12-07,MARKET,"10-year Treasury yield reaches 3.444464237519096%, highest since 2011",Macro,Macro,neutral
2023-12-11,META,"META faces antitrust investigation in EU, shares fall",Technology,Analyst,negative
2023-12-21,META,"Analysts upgrade META to Buy, raise price target to $942",Technology,Regulatory,positive
2023-12-22,MARKET,VIX spikes to 40 as market volatility surges,Macro,Macro,neutral
2024-01-02,META,"META misses revenue estimates by 27%, guides lower for next quarter",Technology,Analyst,negative
2024-01-04,MARKET,"GDP growth revised to 2.47654417883814%, economy shows resilience",Macro,Macro,neutral
2024-01-10,META,"Analysts upgrade META to Buy, raise price target to $742",Technology,Regulatory,positive
2024-01-18,META,META raises full-year guidance citing strong GPU demand,Technology,Product,positive
2024-01-19,META,"META announces AI partnership with NVIDIA, stock surges in premarket",Technology,Merger,positive
2024-01-25,MARKET,S&P 500 enters correction territory amid global uncertainty,Macro,Macro,neutral
2024-01-26,MARKET,Sector rotation: investors flee Consumer for Healthcare amid global uncertainty,Macro,Macro,neutral
2024-01-31,MARKET,"Federal Reserve holds rates steady, signals data-dependent approach",Macro,Macro,neutral
2024-02-01,META,"META reports record quarterly revenue, beats estimates by 5%",Technology,Analyst,positive
2024-02-02,META,META announces 15B share buyback program,Technology,Merger,positive
2024-02-05,MARKET,S&P 500 enters correction territory amid global uncertainty,Macro,Macro,neutral
2024-02-14,MARKET,S&P 500 enters bear market territory amid global uncertainty,Macro,Macro,neutral
2024-02-15,MARKET,VIX spikes to 39 as market volatility surges,Macro,Macro,positive
2024-02-20,MARKET,VIX spikes to 26 as market volatility surges,Macro,Macro,neutral
2024-02-23,MARKET,Sector rotation: investors flee Healthcare for Technology amid global uncertainty,Macro,Macro,neutral
2024-02-26,MARKET,VIX spikes to 36 as market volatility surges,Macro,Macro,neutral
2024-03-04,MARKET,"CPI inflation comes in at 3.1830480121550777%, below consensus estimate",Macro,Macro,neutral
2024-03-05,MARKET,S&P 500 enters bear market territory amid global uncertainty,Macro,Macro,neutral
2024-03-06,META,META raises full-year guidance citing strong Cloud demand,Technology,Product,positive
2024-03-11,META,META announces 6B share buyback program,Technology,Merger,positive
2024-03-12,META,META announces 3B share buyback program,Technology,Merger,positive
2024-03-13,MARKET,"10-year Treasury yield reaches 4.660347843655481%, highest since 2018",Macro,Macro,neutral
2024-03-14,META,"META announces AI partnership with Google, stock surges in premarket",Technology,Merger,positive
2024-03-18,META,"META announces AI partnership with Microsoft, stock surges in premarket",Technology,Analyst,positive
2024-03-19,MARKET,Sector rotation: investors flee Financials for Consumer amid global uncertainty,Macro,Macro,neutral
2024-03-22,MARKET,S&P 500 enters bear market territory amid global uncertainty,Macro,Macro,neutral
2024-03-25,META,META announces 13K layoffs amid restructuring plan,Technology,Regulatory,negative
2024-03-26,META,"Data breach at META affects 27M users, regulatory scrutiny follows",Technology,Earnings,negative
2024-03-28,META,META announces 34K layoffs amid restructuring plan,Technology,Analyst,negative
2024-04-01,META,"Analysts upgrade META to Buy, raise price target to $348",Technology,Regulatory,positive
2024-04-02,META,"META announces AI partnership with NVIDIA, stock surges in premarket",Technology,Analyst,positive
2024-04-03,META,"META announces AI partnership with Google, stock surges in premarket",Technology,Analyst,positive
2024-04-05,META,META raises full-year guidance citing strong SaaS demand,Technology,Analyst,positive
2024-04-08,MARKET,"CPI inflation comes in at 2.6652456624866883%, below consensus estimate",Macro,Macro,neutral
2024-04-12,META,"META misses revenue estimates by 29%, guides lower for next quarter",Technology,Earnings,negative
2024-04-15,META,META announces 5K layoffs amid restructuring plan,Technology,Product,negative
2024-04-17,META,"META faces antitrust investigation in EU, shares fall",Technology,Product,negative
2024-04-19,META,META raises full-year guidance citing strong GPU demand,Technology,Analyst,positive
2024-04-23,MARKET,"10-year Treasury yield reaches 4.556855963740311%, highest since 2011",Macro,Macro,positive
2024-04-29,META,META announces 41K layoffs amid restructuring plan,Technology,Earnings,negative
2024-04-30,META,"META announces AI partnership with Microsoft, stock surges in premarket",Technology,Earnings,positive
2024-05-01,META,"META reports record quarterly revenue, beats estimates by 5%",Technology,Merger,positive
2024-05-08,MARKET,VIX spikes to 32 as market volatility surges,Macro,Macro,neutral
2024-05-09,MARKET,VIX spikes to 38 as market volatility surges,Macro,Macro,neutral
2024-05-16,META,META announces 32K layoffs amid restructuring plan,Technology,Product,negative
2024-05-21,MARKET,"Federal Reserve holds rates steady, signals data-dependent approach",Macro,Macro,neutral
2024-05-22,MARKET,Sector rotation: investors flee Industrials for Healthcare amid global uncertainty,Macro,Macro,neutral
2024-05-23,META,META announces 42K layoffs amid restructuring plan,Technology,Earnings,negative
2024-05-28,MARKET,S&P 500 enters correction territory amid global uncertainty,Macro,Macro,neutral
2024-05-30,META,"Data breach at META affects 50M users, regulatory scrutiny follows",Technology,Merger,negative
2024-06-06,MARKET,"Federal Reserve holds rates steady, signals data-dependent approach",Macro,Macro,neutral
2024-06-14,MARKET,VIX spikes to 27 as market volatility surges,Macro,Macro,neutral
2024-06-24,MARKET,"CPI inflation comes in at 4.786460062408075%, above consensus estimate",Macro,Macro,neutral
2024-06-26,MARKET,VIX spikes to 31 as market volatility surges,Macro,Macro,positive
2024-07-10,MARKET,"GDP growth revised to 4.30675462717198%, economy shows resilience",Macro,Macro,neutral
2024-07-30,MARKET,Sector rotation: investors flee Energy for Technology amid global uncertainty,Macro,Macro,neutral
2024-08-08,META,META raises full-year guidance citing strong SaaS demand,Technology,Analyst,positive
2024-08-12,MARKET,VIX spikes to 35 as market volatility surges,Macro,Macro,neutral
2024-08-13,META,META announces 36K layoffs amid restructuring plan,Technology,Earnings,negative
2024-08-14,MARKET,"CPI inflation comes in at 2.359912774497898%, above consensus estimate",Macro,Macro,neutral
2024-08-19,MARKET,S&P 500 enters correction territory amid global uncertainty,Macro,Macro,neutral
2024-08-23,MARKET,"CPI inflation comes in at 4.454465629185456%, below consensus estimate",Macro,Macro,neutral
2024-09-03,META,"META misses revenue estimates by 16%, guides lower for next quarter",Technology,Regulatory,negative
2024-09-05,MARKET,"10-year Treasury yield reaches 5.158005479351749%, highest since 2012",Macro,Macro,neutral
2024-09-10,MARKET,"Federal Reserve holds rates steady, signals data-dependent approach",Macro,Macro,neutral
2024-09-25,MARKET,VIX spikes to 27 as market volatility surges,Macro,Macro,neutral
2024-09-30,MARKET,"Federal Reserve holds rates steady, signals data-dependent approach",Macro,Macro,neutral
2024-10-01,MARKET,Sector rotation: investors flee Healthcare for Technology amid global uncertainty,Macro,Macro,neutral
2024-10-02,MARKET,"Federal Reserve holds rates steady, signals data-dependent approach",Macro,Macro,neutral
2024-10-14,MARKET,"GDP growth revised to 2.476837498314788%, economy shows resilience",Macro,Macro,neutral
